ACY32074.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32075.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32076.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32077.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32078.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32079.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32080.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32081.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32082.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32083.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32084.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32085.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32086.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32087.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32088.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32089.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32090.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32091.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32092.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32093.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32094.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32095.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32096.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32097.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32098.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32099.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32100.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32101.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32102.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32103.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32104.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32105.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ACY32106.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP43859.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46231.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46314.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46315.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46316.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46317.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46318.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46319.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46320.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46321.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46322.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46323.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46324.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46325.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46326.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46327.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46328.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46329.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46330.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46331.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46332.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46333.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46334.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46335.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46336.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46337.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46338.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46339.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46340.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46341.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46342.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46343.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46344.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46345.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46346.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46347.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46348.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46349.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46350.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46351.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46352.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46353.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46354.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46355.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46356.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46357.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46358.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46359.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46360.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46361.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46362.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46363.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46364.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46365.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46366.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46367.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46368.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46369.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46370.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46371.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46372.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46373.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46374.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46375.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46376.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46377.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46378.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46379.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46380.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46381.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46382.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46383.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46384.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46385.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46386.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46387.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46388.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46389.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46390.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46391.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46392.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46393.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46394.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46395.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46396.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
CCP46397.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG94283.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG94284.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG94285.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG94286.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG94287.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG94288.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG94289.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG94290.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG94291.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG94292.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG94293.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG94294.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG94295.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG94296.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG94297.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96268.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96269.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96270.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96271.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96272.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96273.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96274.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96317.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96318.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96319.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96320.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96321.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96322.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96323.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96324.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96325.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96326.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96327.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96328.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96377.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96378.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96379.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96380.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96381.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96382.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96383.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96384.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96385.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96435.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96436.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96437.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96438.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96439.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96440.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96441.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96442.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96465.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96466.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96467.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96468.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96469.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96470.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96471.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96472.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96473.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96474.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96475.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96476.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96477.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96478.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96479.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96480.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96481.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96482.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96483.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96484.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96485.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96486.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96487.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96488.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96489.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96490.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96491.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96492.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG96493.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97564.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97565.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97566.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97567.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97568.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97569.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97570.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97571.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97572.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97573.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97574.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97575.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97576.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97577.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97578.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97579.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97580.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97581.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97582.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97583.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97584.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97585.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97586.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97587.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97588.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97589.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97590.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97591.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97592.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97593.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97594.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97595.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97596.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97597.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97598.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97599.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97600.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97601.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97602.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97603.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97604.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97605.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97606.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97607.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97608.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97609.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABG97610.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00046.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00047.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00048.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00049.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00050.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00051.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00052.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00053.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00054.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00055.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00056.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00057.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00058.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00059.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00060.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00061.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00062.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00063.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00064.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00065.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00066.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00067.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00068.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00069.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00070.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00071.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00072.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00073.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00074.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00075.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00076.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00077.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00078.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00079.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00080.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00081.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00082.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00083.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
ABH00084.1,qseqid,sseqid,0,evalue,qcovhsp,bitscore
