ABG94293.1,sseqid,0,evalue,qcovhsp,bitscore
ABG94294.1,sseqid,0,evalue,qcovhsp,bitscore
ABG94295.1,sseqid,0,evalue,qcovhsp,bitscore
ABG94296.1,sseqid,0,evalue,qcovhsp,bitscore
ABG94297.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96268.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96269.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96270.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96271.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96272.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96273.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96274.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96317.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96318.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96319.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96320.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96321.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96322.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96323.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96324.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96325.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96326.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96327.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96328.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96377.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96378.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96379.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96380.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96381.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96382.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96383.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96384.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96385.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96435.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96436.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96437.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96438.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96439.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96440.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96441.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96442.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96465.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96466.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96467.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96468.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96469.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96470.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96471.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96472.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96473.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96474.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96475.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96476.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96477.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96478.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96479.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96480.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96481.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96482.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96483.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96484.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96485.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96486.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96487.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96488.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96489.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96490.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96491.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96492.1,sseqid,0,evalue,qcovhsp,bitscore
ABG96493.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97564.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97565.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97566.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97567.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97568.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97569.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97570.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97571.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97572.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97573.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97574.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97575.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97576.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97577.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97578.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97579.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97580.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97581.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97582.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97583.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97584.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97585.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97586.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97587.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97588.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97589.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97590.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97591.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97592.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97593.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97594.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97595.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97596.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97597.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97598.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97599.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97600.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97601.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97602.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97603.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97604.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97605.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97606.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97607.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97608.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97609.1,sseqid,0,evalue,qcovhsp,bitscore
ABG97610.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00046.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00047.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00048.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00049.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00050.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00051.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00052.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00053.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00054.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00055.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00056.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00057.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00058.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00059.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00060.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00061.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00062.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00063.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00064.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00065.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00066.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00067.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00068.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00069.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00070.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00071.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00072.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00073.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00074.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00075.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00076.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00077.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00078.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00079.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00080.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00081.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00082.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00083.1,sseqid,0,evalue,qcovhsp,bitscore
ABH00084.1,sseqid,0,evalue,qcovhsp,bitscore
